"snapshot_id","contract_number","decision","expiration_extended_test","status_test","expiration_passed_test","tracs_overall_expiration_date","previous_expiration_date","time_diff","contract_term_months_qty","tracs_status_name","previous_status"
"c2007-09","IN36Q991002","no change","no change","no change","no change","2007-12-18 00:00:00","2007-12-18 00:00:00","00:00:00",72,"Active              ","Active"
"c2007-12","IN36Q991002","out","no change","out","no change","2007-12-18 00:00:00","2007-12-18 00:00:00","00:00:00",72,"Expired             ","Active"
"c2008-03","IN36Q991002","suspicious","extended","restored","no change","2008-12-18 00:00:00","2007-12-18 00:00:00","366 days",84,"Active              ","Expired"
"c2009-02","IN36Q991002","in","extended","no change","no change","2009-12-18 00:00:00","2008-12-18 00:00:00","365 days",96,"Active              ","Active"
"c2011-09","IN36Q991002","in","extended","no change","no change","2011-12-18 00:00:00","2009-12-18 00:00:00","730 days",12,"Active              ","Active"
"c2013-09","IN36Q991002","in","extended","no change","no change","2013-12-18 00:00:00","2011-12-18 00:00:00","731 days",12,"Active              ","Active"
"c2014-10","IN36Q991002","in","extended","no change","no change","2014-12-18 00:00:00","2013-12-18 00:00:00","365 days",12,"Active              ","Active"
"c2014-11","IN36Q991002","no change","no change","no change","no change","2014-12-18 00:00:00","2014-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-03","IN36Q991002","in","extended","no change","no change","2015-12-18 00:00:00","2014-12-18 00:00:00","365 days",12,"Active              ","Active"
"c2015-04","IN36Q991002","no change","no change","no change","no change","2015-12-18 00:00:00","2015-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-05","IN36Q991002","no change","no change","no change","no change","2015-12-18 00:00:00","2015-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-08","IN36Q991002","no change","no change","no change","no change","2015-12-18 00:00:00","2015-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-10","IN36Q991002","no change","no change","no change","no change","2015-12-18 00:00:00","2015-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-11","IN36Q991002","no change","no change","no change","no change","2015-12-18 00:00:00","2015-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-12","IN36Q991002","in","extended","no change","no change","2016-12-18 00:00:00","2015-12-18 00:00:00","366 days",12,"Active              ","Active"
"c2016-01","IN36Q991002","no change","no change","no change","no change","2016-12-18 00:00:00","2016-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-04","IN36Q991002","no change","no change","no change","no change","2016-12-18 00:00:00","2016-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","IN36Q991002","no change","no change","no change","no change","2016-12-18 00:00:00","2016-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","IN36Q991002","no change","no change","no change","no change","2016-12-18 00:00:00","2016-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","IN36Q991002","no change","no change","no change","no change","2016-12-18 00:00:00","2016-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","IN36Q991002","no change","no change","no change","no change","2016-12-18 00:00:00","2016-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","IN36Q991002","no change","no change","no change","no change","2016-12-18 00:00:00","2016-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","IN36Q991002","no change","no change","no change","no change","2016-12-18 00:00:00","2016-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","IN36Q991002","no change","no change","no change","no change","2016-12-18 00:00:00","2016-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","IN36Q991002","no change","no change","no change","no change","2016-12-18 00:00:00","2016-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","IN36Q991002","no change","no change","no change","no change","2016-12-18 00:00:00","2016-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","IN36Q991002","no change","no change","no change","no change","2016-12-18 00:00:00","2016-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","IN36Q991002","no change","no change","no change","no change","2016-12-18 00:00:00","2016-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","IN36Q991002","no change","no change","no change","no change","2016-12-18 00:00:00","2016-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","IN36Q991002","no change","no change","no change","no change","2016-12-18 00:00:00","2016-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-09","IN36Q991002","no change","no change","no change","no change","2016-12-18 00:00:00","2016-12-18 00:00:00","00:00:00",12,"Active              ","Active"
"c2003-06","IN36R000036","first","first","first","expired","2003-03-31 00:00:00","","",264,"Expired             ",""
"c2005-01","IN36R000036","suspicious","extended","restored","flag","2008-03-31 00:00:00","2003-03-31 00:00:00","1827 days",60,"Active              ","Expired"
"c2005-05","IN36R000036","no change","no change","no change","no change","2008-03-31 00:00:00","2008-03-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2005-07","IN36R000036","no change","no change","no change","no change","2008-03-31 00:00:00","2008-03-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-02","IN36R000036","no change","no change","no change","no change","2008-03-31 00:00:00","2008-03-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-04","IN36R000036","no change","no change","no change","no change","2008-03-31 00:00:00","2008-03-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-05","IN36R000036","no change","no change","no change","no change","2008-03-31 00:00:00","2008-03-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-07","IN36R000036","no change","no change","no change","no change","2008-03-31 00:00:00","2008-03-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-09","IN36R000036","no change","no change","no change","no change","2008-03-31 00:00:00","2008-03-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-01","IN36R000036","no change","no change","no change","no change","2008-03-31 00:00:00","2008-03-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-02","IN36R000036","no change","no change","no change","no change","2008-03-31 00:00:00","2008-03-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-07","IN36R000036","no change","no change","no change","no change","2008-03-31 00:00:00","2008-03-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-09","IN36R000036","no change","no change","no change","no change","2008-03-31 00:00:00","2008-03-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-12","IN36R000036","no change","no change","no change","no change","2008-03-31 00:00:00","2008-03-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2008-03","IN36R000036","no change","no change","no change","no change","2008-03-31 00:00:00","2008-03-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2009-02","IN36R000036","in","extended","no change","no change","2013-12-31 00:00:00","2008-03-31 00:00:00","2101 days",60,"Active              ","Active"
"c2011-09","IN36R000036","no change","no change","no change","no change","2013-12-31 00:00:00","2013-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2013-09","IN36R000036","no change","no change","no change","no change","2013-12-31 00:00:00","2013-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2014-10","IN36R000036","in","extended","no change","no change","2018-12-31 00:00:00","2013-12-31 00:00:00","1826 days",60,"Active              ","Active"
"c2014-11","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2015-03","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2015-04","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2015-05","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2015-08","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2015-10","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2015-11","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2015-12","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2016-01","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2016-04","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2016-05","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2016-05","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2016-05","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2016-05","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2016-08","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2016-08","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2016-08","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2016-08","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2016-08","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2016-08","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2016-08","IN36R000036","no change","no change","no change","no change","2018-12-31 00:00:00","2018-12-31 00:00:00","00:00:00",60,"Active              ","Active"
